ym:pv:artificial	ym:pv:browser	ym:pv:clientID	ym:pv:date	ym:pv:dateTime	ym:pv:deviceCategory	ym:pv:download	ym:pv:from	ym:pv:goalsID	ym:pv:lastAdvEngine	ym:pv:lastSearchEngine	ym:pv:lastSearchEngineRoot	ym:pv:lastSocialNetwork	ym:pv:lastSocialNetworkProfile	ym:pv:lastTrafficSource	ym:pv:link	ym:pv:mobilePhone	ym:pv:operatingSystem	ym:pv:operatingSystemRoot	ym:pv:referer	ym:pv:regionCity	ym:pv:regionCityID	ym:pv:regionCountry	ym:pv:regionCountryID	ym:pv:URL
0	chromemobile	1681498894542421899	2023-04-14	2023-04-14 22:01:34	2	0		[]	yandex	yandex_search	yandex			ad	0	xiaomi	android_11	android	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	samsung_internet	1681503155950764955	2023-04-14	2023-04-14 23:12:37	2	0		[]	yandex					ad	0	samsung	android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	samsung_internet	1681503155950764955	2023-04-14	2023-04-14 23:12:51	2	0		[]	yandex					ad	0	samsung	android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681463536829942733	2023-04-14	2023-04-14 12:12:19	2	0		[]	yandex					ad	0	zte	android_10	android			0	Russia	225	https://zeonpbx.ru/call-center
0	safari_mobile	1681458365294364316	2023-04-14	2023-04-14 10:46:05	2	0		[]						direct	0	apple	ios16	ios_double		Moscow	213	Russia	225	https://zeonpbx.ru/
1	safari_mobile	1681458365294364316	2023-04-14	2023-04-14 10:46:20	2	0		[]						direct	0	apple	ios16	ios_double		Moscow	213	Russia	225	https://zeonpbx.ru/
0	safari_mobile	1681484436135786556	2023-04-14	2023-04-14 18:00:36	2	0		[]						direct	0	apple	ios16	ios_double		Riga	11474	Latvia	206	https://zeonpbx.ru/
0	safari_mobile	1681484436135786556	2023-04-14	2023-04-14 19:30:57	2	0		[]						direct	0	apple	ios16	ios_double		Riga	11474	Latvia	206	https://zeonpbx.ru/
0	yandex_browser	1681475112618616288	2023-04-14	2023-04-14 15:24:52	1	0		[]						referral	0		windows_7_2008server	windows	https://freelance.ru/	Vologda	21	Russia	225	https://zeonpbx.ru/
0	miui	1681435030272019836	2023-04-14	2023-04-14 04:18:03	2	0		[]	yandex					ad	0	xiaomi	android_10	android		Tomsk	67	Russia	225	https://zeonpbx.ru/call-center
1	miui	1681435030272019836	2023-04-14	2023-04-14 04:18:20	2	0		[]	yandex					ad	0	xiaomi	android_10	android		Tomsk	67	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681496812131715285	2023-04-14	2023-04-14 21:26:58	2	0		[]						direct	0	samsung	android_13	android		Moscow	213	Russia	225	https://zeonpbx.ru/
1	chromemobile	1681496812131715285	2023-04-14	2023-04-14 21:27:16	2	0		[]						direct	0	samsung	android_13	android		Moscow	213	Russia	225	https://zeonpbx.ru/
0	android_browser	1681483368970225348	2023-04-14	2023-04-14 17:42:51	2	0		[]	yandex					ad	0	samsung	android_pie90	android			0	Russia	225	https://zeonpbx.ru/call-center
1	android_browser	1681483368970225348	2023-04-14	2023-04-14 17:43:04	2	0		[]	yandex					ad	0	samsung	android_pie90	android			0	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681493690864047560	2023-04-14	2023-04-14 20:35:02	2	0		[]						direct	0	xiaomi	android_11	android		Moscow	213	Russia	225	https://zeonpbx.ru/
1	chromemobile	1681493690864047560	2023-04-14	2023-04-14 20:35:20	2	0		[]						direct	0	xiaomi	android_11	android		Moscow	213	Russia	225	https://zeonpbx.ru/
0	chromemobile	1681493690864047560	2023-04-14	2023-04-14 20:36:31	2	0		[]						external	1	xiaomi	android_11	android	https://zeonpbx.ru/	Moscow	213	Russia	225	https://telegram.me/iptelefon_bot
0	android_browser	1681495503535960150	2023-04-14	2023-04-14 21:05:04	2	0		[]	yandex					ad	0	vivo	android_11	android		Astrahan	37	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1674895145729906333	2023-04-14	2023-04-14 10:01:53	1	0		[]						direct	0		windows10	windows		Busan	10634	South Korea	135	https://zeonpbx.ru/
0	chrome	1674895145729906333	2023-04-14	2023-04-14 10:02:01	1	0		[]						direct	0		windows10	windows		Busan	10634	South Korea	135	https://zeonpbx.ru/policy
0	chrome	1674895145729906333	2023-04-14	2023-04-14 10:06:47	1	0		[]						direct	0		windows10	windows		Busan	10634	South Korea	135	https://zeonpbx.ru/medcentre
0	chrome	1674895145729906333	2023-04-14	2023-04-14 10:06:54	1	0		[]						internal	0		windows10	windows	https://zeonpbx.ru/medcentre	Busan	10634	South Korea	135	https://zeonpbx.ru/policy
0	samsung_internet	1681428586187973625	2023-04-14	2023-04-14 05:30:48	3	0		[]	yandex					ad	0	samsung	android_11	android		Orenburg	48	Russia	225	https://zeonpbx.ru/call-center
1	samsung_internet	1681428586187973625	2023-04-14	2023-04-14 05:31:04	3	0		[]	yandex					ad	0	samsung	android_11	android		Orenburg	48	Russia	225	https://zeonpbx.ru/call-center
0	yandex_browser	168148206278040097	2023-04-14	2023-04-14 17:21:01	1	0		[]						direct	0		windows10	windows		Moscow	213	Russia	225	https://zeonpbx.ru/
0	chromemobile	1681439593950806013	2023-04-14	2023-04-14 05:33:11	2	0		[]						direct	0	xiaomi	android_10	android		Moscow	213	Russia	225	https://zeonpbx.ru/
1	chromemobile	1681439593950806013	2023-04-14	2023-04-14 05:33:32	2	0		[]						direct	0	xiaomi	android_10	android		Moscow	213	Russia	225	https://zeonpbx.ru/
0	chromemobile	1681439593950806013	2023-04-14	2023-04-14 05:34:38	2	0		[]						external	1	xiaomi	android_10	android	https://zeonpbx.ru/	Moscow	213	Russia	225	https://yandex.ru/maps/213/moscow/house/prospekt_mira_106/Z04YcARmQUcEQFtvfXRxc3tqZQ==/?ll=37.636823,55.802791&z=16
0	miui	1681503200504791017	2023-04-14	2023-04-14 23:13:19	2	0		[]	yandex					ad	0	xiaomi	android_11	android		Stavropol	36	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	16814408526197640	2023-04-14	2023-04-14 05:54:11	2	0		[]	yandex					ad	0	huawei	android_10	android		Kurgan	53	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	16814408526197640	2023-04-14	2023-04-14 05:56:26	2	0		[]	yandex					ad	0	huawei	android_10	android		Kurgan	53	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	16814408526197640	2023-04-14	2023-04-14 08:35:04	2	0		[]	yandex					ad	0	huawei	android_10	android		Kurgan	53	Russia	225	https://zeonpbx.ru/call-center
0	yandexsearch	1681489088777422650	2023-04-14	2023-04-14 19:18:10	2	0		[]	yandex					ad	0	samsung	android_11	android	https://yandex.ru/games/play/99195?app-id=99195&is-united-page=1&is-app-page=1	Arhangelsk	20	Russia	225	https://zeonpbx.ru/medcentre
1	yandexsearch	1681489088777422650	2023-04-14	2023-04-14 19:18:25	2	0		[]	yandex					ad	0	samsung	android_11	android		Arhangelsk	20	Russia	225	https://zeonpbx.ru/medcentre
0	miui	1681471965386273997	2023-04-14	2023-04-14 14:32:45	1	0		[]	yandex					ad	0		linux	gnu_linux		Izhevsk	44	Russia	225	https://zeonpbx.ru/call-center
1	miui	1681471965386273997	2023-04-14	2023-04-14 14:33:00	1	0		[]	yandex					ad	0		linux	gnu_linux		Izhevsk	44	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	168146356670584891	2023-04-14	2023-04-14 12:12:46	2	0		[]	yandex	yandex_search	yandex			ad	0	xiaomi	android_pie90	android	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	168146356670584891	2023-04-14	2023-04-14 12:19:06	2	0		[]	yandex	yandex_mobile	yandex			ad	0	xiaomi	android_pie90	android	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	168146356670584891	2023-04-14	2023-04-14 12:19:54	2	0		[]	yandex					ad	0	xiaomi	android_pie90	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681446478521181316	2023-04-14	2023-04-14 07:27:58	2	0		[]	yandex					ad	0	huawei	android_10	android		Prokopevsk	11291	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681446478521181316	2023-04-14	2023-04-14 07:27:59	2	0		[]	yandex					ad	0	huawei	android_10	android		Prokopevsk	11291	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681446478521181316	2023-04-14	2023-04-14 07:28:07	2	0		[]	yandex					ad	0	huawei	android_10	android		Prokopevsk	11291	Russia	225	https://zeonpbx.ru/call-center
0	yandex_browser	1681441094596843263	2023-04-14	2023-04-14 05:58:13	1	0		[]	yandex					ad	0		windows10	windows	https://global-oss-sg.uhgzgnb.com/	Paris	10502	France	124	https://zeonpbx.ru/call-center
0	chromemobile	1681440242554365411	2023-04-14	2023-04-14 05:44:03	2	0		[]	yandex					ad	0	oneplus	android_12	android	https://irma-stream.ru/celebrity/brizhit-makron-v-molodosti.html	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1681440242554365411	2023-04-14	2023-04-14 05:44:24	2	0		[]	yandex					ad	0	oneplus	android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1681481053406170665	2023-04-14	2023-04-14 17:04:12	1	0		[]						direct	0		windows10	windows			0	Russia	225	https://zeonpbx.ru/
0	chromemobile	1681488766861465103	2023-04-14	2023-04-14 19:12:46	2	0		[]	yandex					ad	0	xiaomi	android_12	android	https://cis.infox.sg/others/news/28EHx/?id=gazeta.ru	Izhevsk	44	Russia	225	https://zeonpbx.ru/medcentre
0	yandexsearch	1681487441941794993	2023-04-14	2023-04-14 18:50:43	2	0		[]	yandex					ad	0	xiaomi	android_11	android		Stavropol	36	Russia	225	https://zeonpbx.ru/call-center
1	yandexsearch	1681487441941794993	2023-04-14	2023-04-14 18:50:58	2	0		[]	yandex					ad	0	xiaomi	android_11	android		Stavropol	36	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681429799113023882	2023-04-14	2023-04-14 02:49:58	2	0		[]	yandex					ad	0		android_12	android	https://cadelta.ru/movies/id2657	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1681429799113023882	2023-04-14	2023-04-14 02:50:14	2	0		[]	yandex					ad	0		android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681487475624624559	2023-04-14	2023-04-14 18:51:15	2	0		[]	yandex					ad	0	xiaomi	android_nougat_7_1	android		Astrahan	37	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681487475624624559	2023-04-14	2023-04-14 18:51:16	2	0		[]	yandex					ad	0	xiaomi	android_nougat_7_1	android		Astrahan	37	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1681487475624624559	2023-04-14	2023-04-14 18:51:30	2	0		[]	yandex					ad	0	xiaomi	android_nougat_7_1	android		Astrahan	37	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1681487475624624559	2023-04-14	2023-04-14 18:51:31	2	0		[]	yandex					ad	0	xiaomi	android_nougat_7_1	android		Astrahan	37	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681487475624624559	2023-04-14	2023-04-14 19:57:16	2	0		[]	yandex					ad	0	xiaomi	android_nougat_7_1	android		Astrahan	37	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1681487475624624559	2023-04-14	2023-04-14 19:57:30	2	0		[]	yandex					ad	0	xiaomi	android_nougat_7_1	android		Astrahan	37	Russia	225	https://zeonpbx.ru/call-center
0	safari_mobile	1681420578210201268	2023-04-14	2023-04-14 00:16:18	2	0		[]						direct	0	apple	ios16	ios_double			0	Netherlands	118	https://zeonpbx.ru/
0	yandexsearch	1681426976512760456	2023-04-14	2023-04-14 02:02:54	2	0		[]	yandex					ad	0	huawei	android_10	android	https://glaz.tv/	Wroclaw	21392	Poland	120	https://zeonpbx.ru/call-center
1	yandexsearch	1681426976512760456	2023-04-14	2023-04-14 02:03:09	2	0		[]	yandex					ad	0	huawei	android_10	android		Wroclaw	21392	Poland	120	https://zeonpbx.ru/call-center
0	yandex_browser	1681422435647728248	2023-04-14	2023-04-14 00:44:54	2	0		[]	yandex					ad	0	samsung	android_oreo	android			0	Russia	225	https://zeonpbx.ru/call-center
1	yandex_browser	1681422435647728248	2023-04-14	2023-04-14 00:45:09	2	0		[]	yandex					ad	0	samsung	android_oreo	android			0	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681430659856161692	2023-04-14	2023-04-14 03:04:19	2	0		[]	yandex					ad	0	transsion	android_11	android		Novosibirsk	65	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1681430659856161692	2023-04-14	2023-04-14 03:04:34	2	0		[]	yandex					ad	0	transsion	android_11	android		Novosibirsk	65	Russia	225	https://zeonpbx.ru/call-center
0	miui	1681440003758082470	2023-04-14	2023-04-14 05:38:48	2	0		[]	yandex					ad	0	xiaomi	android_11	android		Novosibirsk	65	Russia	225	https://zeonpbx.ru/call-center
1	miui	1681440003758082470	2023-04-14	2023-04-14 05:39:06	2	0		[]	yandex					ad	0	xiaomi	android_11	android		Novosibirsk	65	Russia	225	https://zeonpbx.ru/call-center
0	samsung_internet	1681463572897514573	2023-04-14	2023-04-14 12:12:47	1	0		[]	yandex					ad	0		linux	gnu_linux		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	samsung_internet	1681463572897514573	2023-04-14	2023-04-14 12:13:02	1	0		[]	yandex					ad	0		linux	gnu_linux		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681487177210760475	2023-04-14	2023-04-14 18:46:16	2	0		[]	yandex					ad	0	huawei	android_10	android		Nevinnomissk	11064	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1681487177210760475	2023-04-14	2023-04-14 18:46:35	2	0		[]	yandex					ad	0	huawei	android_10	android		Nevinnomissk	11064	Russia	225	https://zeonpbx.ru/call-center
0	samsung_internet	1681458607964984369	2023-04-14	2023-04-14 10:50:51	2	0		[]	yandex					ad	0	samsung	android_13	android			0	Russia	225	https://zeonpbx.ru/call-center
1	samsung_internet	1681458607964984369	2023-04-14	2023-04-14 10:51:07	2	0		[]	yandex					ad	0	samsung	android_13	android			0	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1681480648791245571	2023-04-14	2023-04-14 16:57:26	1	0		[]	yandex					ad	0		windows10	windows	https://mail.yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1681480648791245571	2023-04-14	2023-04-14 16:57:29	1	0		[]						internal	0		windows10	windows	https://zeonpbx.ru/call-center	Moscow	213	Russia	225	https://zeonpbx.ru/
1	chrome	1681480648791245571	2023-04-14	2023-04-14 16:57:53	1	0		[]						direct	0		windows10	windows		Moscow	213	Russia	225	https://zeonpbx.ru/
0	chrome	1681480648791245571	2023-04-14	2023-04-14 17:03:09	1	0		[]						internal	0		windows10	windows	https://zeonpbx.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/robotmasha
0	chrome	1681480648791245571	2023-04-14	2023-04-14 17:03:12	1	0		[]						internal	0		windows10	windows	https://zeonpbx.ru/call-center	Moscow	213	Russia	225	https://zeonpbx.ru/
0	chromemobile	1681499158274785508	2023-04-14	2023-04-14 22:05:59	2	0		[]	yandex					ad	0		android_10	android		Yartsevo	10801	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1681499158274785508	2023-04-14	2023-04-14 22:06:18	2	0		[]	yandex					ad	0		android_10	android		Yartsevo	10801	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681499158274785508	2023-04-14	2023-04-14 22:18:24	2	0		[]	yandex					ad	0		android_10	android		Yartsevo	10801	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681499158274785508	2023-04-14	2023-04-14 22:18:33	2	0		[]	yandex					ad	0		android_10	android		Yartsevo	10801	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1681470572879884410	2023-04-14	2023-04-14 14:09:32	1	0		[]	yandex					ad	0		windows10	windows	https://mail.yandex.ru/	Mytischi	10740	Russia	225	https://zeonpbx.ru/call-center
1	chrome	1681470572879884410	2023-04-14	2023-04-14 14:09:47	1	0		[]	yandex					ad	0		windows10	windows		Mytischi	10740	Russia	225	https://zeonpbx.ru/call-center
0	safari_mobile	1681491361520904902	2023-04-14	2023-04-14 19:56:00	2	0		[]		google_search	google			organic	0	apple	ios16	ios_double	https://google.ru/	Yekaterinburg	54	Russia	225	https://zeonpbx.ru/
1	safari_mobile	1681491361520904902	2023-04-14	2023-04-14 19:56:15	2	0		[]						direct	0	apple	ios16	ios_double		Yekaterinburg	54	Russia	225	https://zeonpbx.ru/
0	safari	1681474358886912442	2023-04-14	2023-04-14 15:12:37	1	0		[]						direct	0		mac_os_catalina	macos		Yekaterinburg	54	Russia	225	https://zeonpbx.ru/
1	safari	1681474358886912442	2023-04-14	2023-04-14 15:12:53	1	0		[]						direct	0		mac_os_catalina	macos		Yekaterinburg	54	Russia	225	https://zeonpbx.ru/
0	safari_mobile	168147445462559928	2023-04-14	2023-04-14 15:14:14	2	0		[]						direct	0	apple	ios16	ios_double		Amsterdam	10466	Netherlands	118	https://zeonpbx.ru/
1	safari_mobile	168147445462559928	2023-04-14	2023-04-14 15:14:29	2	0		[]						direct	0	apple	ios16	ios_double		Amsterdam	10466	Netherlands	118	https://zeonpbx.ru/
0	chromemobile	1681436285765608527	2023-04-14	2023-04-14 04:38:04	2	0		[]	yandex					ad	0		android_10	android	https://megaresheba.ru/		0	Russia	225	https://zeonpbx.ru/call-center
0	chrome	168146303965538245	2023-04-14	2023-04-14 12:03:59	1	0		[]		google_search	google			organic	0		windows10	windows	https://google.com/	Tiraspol	10317	Moldova	208	https://zeonpbx.ru/
1	chrome	168146303965538245	2023-04-14	2023-04-14 12:04:14	1	0		[]						direct	0		windows10	windows		Tiraspol	10317	Moldova	208	https://zeonpbx.ru/
0	chrome	168146303965538245	2023-04-14	2023-04-14 12:07:11	1	0		[]						internal	0		windows10	windows	https://zeonpbx.ru/	Tiraspol	10317	Moldova	208	https://zeonpbx.ru/call-center
0	android_browser	1681459460878728490	2023-04-14	2023-04-14 11:04:20	2	0		[]	yandex					ad	0	xiaomi	android_10	android		Novosibirsk	65	Russia	225	https://zeonpbx.ru/call-center
0	yandex_browser	1681492572140498876	2023-04-14	2023-04-14 19:17:36	2	0		[]	yandex					ad	0		android_11	android	https://yandex.ru/games/play/188408?app-id=188408	Samara	51	Russia	225	https://zeonpbx.ru/medcentre
0	chromemobile	1681467114745561269	2023-04-14	2023-04-14 13:11:52	2	0		[]						direct	0	xiaomi	android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/
1	chromemobile	1681467114745561269	2023-04-14	2023-04-14 13:12:07	2	0		[]						direct	0	xiaomi	android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/
0	chromemobile	1681503862134925857	2023-04-14	2023-04-14 23:24:23	2	0		[]	yandex					ad	0		android_11	android		Volgograd	38	Russia	225	https://zeonpbx.ru/analytics
1	chromemobile	1681503862134925857	2023-04-14	2023-04-14 23:24:38	2	0		[]	yandex					ad	0		android_11	android		Volgograd	38	Russia	225	https://zeonpbx.ru/analytics
0	chromemobile	1681503862134925857	2023-04-14	2023-04-14 23:25:12	2	0		[]	yandex					ad	0		android_11	android		Volgograd	38	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681503862134925857	2023-04-14	2023-04-14 23:48:47	2	0		[]	yandex					ad	0		android_11	android		Volgograd	38	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1681503862134925857	2023-04-14	2023-04-14 23:49:03	2	0		[]	yandex					ad	0		android_11	android		Volgograd	38	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681497881226761555	2023-04-14	2023-04-14 21:44:42	2	0		[]	yandex					ad	0	samsung	android_11	android	https://oxy.st/		0	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	168149306610223513	2023-04-14	2023-04-14 20:24:31	2	0		[]						direct	0		android_11	android		Moscow	213	Russia	225	https://zeonpbx.ru/
1	chromemobile	168149306610223513	2023-04-14	2023-04-14 20:24:47	2	0		[]						direct	0		android_11	android		Moscow	213	Russia	225	https://zeonpbx.ru/
0	chrome	1681485446917331338	2023-04-14	2023-04-14 18:17:26	1	0		[]						referral	0		mac_os_catalina	macos	https://crmindex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/
1	chrome	1681485446917331338	2023-04-14	2023-04-14 18:17:42	1	0		[]						direct	0		mac_os_catalina	macos		Moscow	213	Russia	225	https://zeonpbx.ru/
0	chrome	1681485446917331338	2023-04-14	2023-04-14 18:21:18	1	0		[]						internal	0		mac_os_catalina	macos	https://zeonpbx.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	yandex_browser	168141963647408694	2023-04-14	2023-04-14 00:00:37	1	0		[]	yandex					ad	0		windows10	windows	https://yandex.ru/games/play/99195?app-id=99195&is-united-page=1	Tashkent	10335	Uzbekistan	171	https://zeonpbx.ru/call-center
0	samsung_internet	1681487329281282231	2023-04-14	2023-04-14 18:48:49	2	0		[]	yandex					ad	0	samsung	android_12	android		Novosibirsk	65	Russia	225	https://zeonpbx.ru/call-center
0	headlesschrome	1681521769399757567	2023-04-15	2023-04-15 04:22:49	1	0		[]						direct	0		linux	gnu_linux			0	United States	84	https://zeonpbx.ru/
1	headlesschrome	1681521769399757567	2023-04-15	2023-04-15 04:23:33	1	0		[]						direct	0		linux	gnu_linux			0	United States	84	https://zeonpbx.ru/
0	android_browser	1681459460878728490	2023-04-15	2023-04-15 10:53:01	2	0		[]	yandex					ad	0	xiaomi	android_10	android		Novosibirsk	65	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681528749578597168	2023-04-15	2023-04-15 06:19:46	2	0		[]	yandex					ad	0	samsung	android_11	android	https://cis.infox.sg/style/news/2aUKD/?id=izhlife.ru		0	Russia	225	https://zeonpbx.ru/medcentre
0	chromemobile	1681544312503888982	2023-04-15	2023-04-15 10:38:32	2	0		[]	yandex					ad	0	tecno	android_12	android		Almetyevsk	11121	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1681544312503888982	2023-04-15	2023-04-15 10:38:47	2	0		[]	yandex					ad	0	tecno	android_12	android		Almetyevsk	11121	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681544312503888982	2023-04-15	2023-04-15 20:21:04	2	0		[]	yandex					ad	0	tecno	android_12	android			0	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1681544312503888982	2023-04-15	2023-04-15 20:21:14	2	0		[]	yandex					ad	0	tecno	android_12	android			0	Russia	225	https://zeonpbx.ru/call-center
0	yandex_browser	1663574919393703251	2023-04-15	2023-04-15 21:43:19	1	0		[]						direct	0		windows10	windows		Moscow	213	Russia	225	https://zeonpbx.ru/
1	yandex_browser	1663574919393703251	2023-04-15	2023-04-15 21:43:34	1	0		[]						direct	0		windows10	windows		Moscow	213	Russia	225	https://zeonpbx.ru/
0	yandex_browser	1681545944709896807	2023-04-15	2023-04-15 11:05:40	1	0		[]	yandex					ad	0		windows10	windows	https://artageless.com/	Ufa	172	Russia	225	https://zeonpbx.ru/call-center
1	yandex_browser	1681545944709896807	2023-04-15	2023-04-15 11:05:56	1	0		[]	yandex					ad	0		windows10	windows		Ufa	172	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681586722475185130	2023-04-15	2023-04-15 22:25:24	2	0		[]						direct	0	huawei	android_10	android		Moscow	213	Russia	225	https://zeonpbx.ru/
1	chromemobile	1681586722475185130	2023-04-15	2023-04-15 22:25:39	2	0		[]						direct	0	huawei	android_10	android		Moscow	213	Russia	225	https://zeonpbx.ru/
0	chromemobile	1681514671868414473	2023-04-15	2023-04-15 02:24:25	2	0		[]	yandex					ad	0	oppo	android_12	android	https://an.yandex.ru/count/WeKejI_zOAe1tHC0v2GvQUtnNmoJ6GK0gW8nc-0vP000000uykUB0a08u8lOWT__Ylsf0O010OW1bDJG-QG1a06moTlVvu20W0AO0R39szzdi06I3BW1dDR4noR00SO1s06SsTwn0U01sAxwi07e0OO4-06gbUp7rXF00Wlm0e-1YUy8pDm2-0JfwXM81Udg5P05a8ixe0NKr0Qe1SR61R05niO5k0NgWW_01RILMCW5bhKMq0NVq0AW1em3g0QC0ya6HSzAcKM6pLVHmDtCgkcXjHgu1xG6q0SMu0U62j08keg0WSA2W0RW2FQZwmde2GU02Wdu2e2r680Bfhq-Y0i2w0oN0fWDoCifu0s2XA61Y8243F8D93KuP68rE64sBMOoCp8jD31ZCIquPZ5ZBJWnOJDYD30sOZ0sOv0Ge-lIbF7Cqf0kmB2GWW6X4PoPcPcPcTdf4jtoU9I88ogaW1I0890KnPwhojd8uUPNq1IcjjcA0UWKZ0AW5f33rA46oHRmFz0MgfNUlW6O5ukekp6e5mJ05xNM0Q0PZ0Eu6V___m7u6URAv1o16l__lxzT_3lki1gxik7iYkZo_Ay1mXeaCZ0nOZ9aDs4jPM8vOYqqDZDZBM9aOp8jCs8qCpOtP6DYP3atWXmDOa92Ecr6LqjNC5LeDwWU0R0V0iWVo-tTPgaWygPtUW9ovJ-u89hBBP0YpTuja2BEtYsG8i_UBP0Y_8Ska2BzXowG8lw7BjKY__z__u4Z003mFuaZzYXSZyBru3-G8_kQwhIv-jB2dG6O8-secPdLvTIX3Wm0611aSyHmFIj6vHeEIzbSQ354I6EvT-86GWwW0ZtCbpf5cMk260I5E7a0~1?adsdk-bundle-version=754788&adsdk-bundle-name=VideoBannerAd&ad-session-id=6650841681514658531&vsid=1b033577e25569f985fa3b9847bdff10d6b04a2f8397xVASx4788x1681514658&top-ancestor=https:%2F%2Fyandex.ru&top-ancestor-undetermined=0&client-ts=1681514666225&client-timezone-offset=-480&viewability-undetermined=0&video-volume=100&video-muted=1&document-has-focus=false&is-fullscreen=false&device-orientation=portrait&ad-pod-id=a34sdf;777;0;eba6337fbe4e7438;1924622440941804992;186373710;2193913;1;0&product-theme=unknown&layout-config={%22win_width%22:360,%22win_height%22:800,%22pixel_ratio%22:3,%22bandwidth%22:9.5,%22width%22:360,%22height%22:748,%22w%22:360,%22h%22:748,%22left%22:0,%22top%22:0,%22visible%22:1,%22req_no%22:10}	Ulan-Ude	198	Russia	225	https://zeonpbx.ru/medcentre
1	chromemobile	1681514671868414473	2023-04-15	2023-04-15 02:24:40	2	0		[]	yandex					ad	0	oppo	android_12	android		Ulan-Ude	198	Russia	225	https://zeonpbx.ru/medcentre
0	chromemobile	1681521324146412175	2023-04-15	2023-04-15 04:15:23	2	0		[]	yandex			mail		ad	0	xiaomi	android_12	android	https://my.mail.ru/		0	Russia	225	https://zeonpbx.ru/call-center
0	safari_mobile	1681549572863338982	2023-04-15	2023-04-15 12:06:12	2	0		[]						referral	0	apple	ios16	ios_double	https://freelance.ru/	Saint Petersburg	2	Russia	225	https://zeonpbx.ru/
1	safari_mobile	1681549572863338982	2023-04-15	2023-04-15 12:06:27	2	0		[]						direct	0	apple	ios16	ios_double		Saint Petersburg	2	Russia	225	https://zeonpbx.ru/
0	chromemobile	1681536106421648180	2023-04-15	2023-04-15 08:21:45	2	0		[]	yandex					ad	0	xiaomi	android_12	android	https://trashbox.ru/		0	Russia	225	https://zeonpbx.ru/call-center
0	android_browser	1681535204986938404	2023-04-15	2023-04-15 08:03:00	3	0		[]	yandex					ad	0	huawei	android_10	android		Norilsk	11311	Russia	225	https://zeonpbx.ru/call-center
